Mã số thuế SOE1,Mã số thuế SOE2,Doanh thu,Ngành nghề kinh doanh chính,Địa chỉ,Thành Phố,Tên SOE2,Tên SOE1
0301909173,0315295082,,,,,,CÔNG TY CP GIAO NHẬN VÀ VẬN CHUYỂN IN DO TRẦN
0301909173,0317203224,,Kho bãi và lưu giữ hàng hóa,50/1 Trường Sơn  Phường 2,Thành phố Hồ Chí Minh,CÔNG TY TNHH ITL VSIP,CÔNG TY CP GIAO NHẬN VÀ VẬN CHUYỂN IN DO TRẦN
0301909173,0401969722,0,,,,,CÔNG TY CP GIAO NHẬN VÀ VẬN CHUYỂN IN DO TRẦN
0301909173,3702650075,105314649926,,,,,CÔNG TY CP GIAO NHẬN VÀ VẬN CHUYỂN IN DO TRẦN
0303482440,0107708701,385715997513,,,,,CÔNG TY CP GIAO NHẬN VẬN TẢI CON ONG
0303482440,0107967022,86531313170,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,"Số 18-N7, ngõ 40 đường Xuân La, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội",Hà Nội,Công Ty TNHH Đầu Tư Và Tiếp Vận Thủ Đô,CÔNG TY CP GIAO NHẬN VẬN TẢI CON ONG
0303482440,0109978911,," 8.  Hoạt động dịch vụ hỗ trợ khác liên quan đên vận tải Chỉ tiết: - Giao nhận hàng hóa; - Thu, phát các chứng từ vận tải hoặc vận đơn; - Hoạt động của đại lý làm thủ tục hải quan; 5229(Chính)","Tòa nhà Hanoi Group sô 442 Đội Cân, Phường Công VỊ, Quận Ba Đình, Thành phô Hà Nội, Việt Nam 02437623750 ",Thành phô Hà Nội,CÔNG TY TNHH GIẢI PHÁP CHUÔI CỨNG ỨNG CON ONG ,CÔNG TY CP GIAO NHẬN VẬN TẢI CON ONG
0303482440,0313081455,25460722630,Dịch vụ hỗ trợ khác liên quan đến vận tải chưa được phân vào đâu,"Tầng 12, Tòa Nhà Hải âu, 39B Trường Sơn - Quận Tân Bình - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Nankai Agl Việt Nam,CÔNG TY CP GIAO NHẬN VẬN TẢI CON ONG
0302017440,0310516806,,,,,,Công ty TNHH MasanConsumerHoldings
0302017440,0316076125,0,,,,,Công ty TNHH MasanConsumerHoldings
0302017440,0316630008,0,,,,,Công ty TNHH MasanConsumerHoldings
0301437499,0105906169,12272548670,Lập trình máy vi tính,"Tầng 12A, số 444 Hoàng Hoa Thám - Phường Thuỵ Khuê - Quận Tây Hồ - Hà Nội",Hà Nội,Công Ty TNHH Dịch Vụ Nền Di Động Việt Nam,CÔNG TY CP HIM LAM
0301437499,0201753525,0,Hoạt động của các công viên vui chơi và công viên theo chủ đề,"Số 79 Lý Thánh Tông, Phường Vạn Sơn, Quận Đồ Sơn, Thành phố Hải Phòng",Hải Phòng,Công Ty TNHH Một Thành Viên Dịch Vụ Du Lịch Him Lam Hải Phòng,CÔNG TY CP HIM LAM
0301437499,0304479345,23834724069,,,,,CÔNG TY CP HIM LAM
0301437499,2300772113,0,Xây dựng nhà các loại,"Số 22, đường Lý Thái Tổ - Phường Đại Phúc - Thành phố Bắc Ninh - Bắc Ninh",Bắc Ninh,Công Ty TNHH Him Lam Dự án Bt Trường Thpt Chuyên Bắc Ninh,CÔNG TY CP HIM LAM
0301437499,5800539470,23520423760,Nhân và chăm sóc cây giống nông nghiệp,"Thôn Cầu Sắt, Xã Tu Tra, Huyện Đơn Dương, Lâm Đồng - Huyện Đơn Dương - Lâm Đồng",Lâm Đồng,Công Ty TNHH Một Thành Viên Việt Nam G - Sky,CÔNG TY CP HIM LAM
0302533156,0312680625,6279690093,Xây dựng công trình kỹ thuật dân dụng khác,192 Pasteur - Phường 06 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Orchids,CÔNG TY CP HÓA - DƯỢC PHẨM MEKOPHAR
0302533156,0315685043,0,,,,,CÔNG TY CP HÓA - DƯỢC PHẨM MEKOPHAR
1100641143,0317183916,, 2.  Bán buôn kim loại và quặng kim loại (trừ mua bán vàng miêng) 4662(Chính),"99 Nguyễn Thị Minh Khai, Phường Bên Thành, Quận 1, Thành phô Hô Chí Minh, Việt Nam",Thành phô Hô Chí Minh,CÔNG TY TNHH THƯƠNG MẠI ATAD,CÔNG TY CP KẾT CẤU THÉP ATAD
0300627384,4201747166,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Ngôi Nhà Năm Châu, Tổ 21, Thôn Hòn Nghê, Xã Vĩnh Ngọc, Thành phố Nha Trang, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty TNHH Vifon Luxury,CÔNG TY CP KỸ NGHỆ THỰC PHẨM VIỆT NAM (VIFON)
0302310209,0311368195,0,Xây dựng nhà các loại,11/5c ấp Hưng Lân - Xã Bà Điểm - Huyện Hóc Môn - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Xây Dựng Và Thương Mại 12 Đông Thạnh,CÔNG TY CP LIZEN
0302310209,3601970738,0,Xây dựng công trình kỹ thuật dân dụng,"Lô X1, Đường D3, Khu Dân Cư Long Tân - Huyện Nhơn Trạch - Đồng Nai",Đồng Nai,Công ty TNHH Khu Đô Thị Phú Hội,CÔNG TY CP LIZEN
0302310209,3800564995,2713731089,Sản xuất hoá chất và sản phẩm hoá chất,ấp 8 - Xã Minh Hưng - Huyện Bù Đăng - Bình Phước,Bình Phước,Công Ty TNHH Nhiên Liệu Sinh Học Phương Đông,CÔNG TY CP LIZEN
0301776205,0303147883,4295870518,,,,,CÔNG TY CP LOGISTICS VINALINK
0301776205,0303590943,34754197306,"Vận tải đường sắt, đường bộ và vận tải đường ống",145-147 Nguyễn Tất Thành - phường 13 - Quận 4 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Vận Tải ô Tô Vi Na Vinatrans,CÔNG TY CP LOGISTICS VINALINK
0301776205,0303701766,64737453995,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,145-147 Nguyễn Tất Thành - phường 13 - Quận 4 - TP Hồ Chí Minh,TP Hồ Chí Minh,Cty TNHH RCL (Việt Nam),CÔNG TY CP LOGISTICS VINALINK
0301776205,0305281429,72613851527,,,,,CÔNG TY CP LOGISTICS VINALINK
1101573295,1101842558,1307276816276,,,,,CÔNG TY CP LOUIS HOLDINGS
1101573295,1702224563,0,Bán buôn gạo,"Tổ 4, ấp Cống Tre, Xã Kiên Bình, Huyện Kiên Lương, Tỉnh Kiên Giang",Kiên Giang,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Louis Rice Kiên Giang,CÔNG TY CP LOUIS HOLDINGS
1101573295,3401091063,0,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện",Thôn Bàu Diên (Cụm Công nghiệp Thắng Hải) - Xã Thắng Hải - Huyện Hàm Tân - Bình Thuận,Bình Thuận,Công Ty TNHH Một Thành Viên Công Nghiệp Gỗ Bình Thuận,CÔNG TY CP LOUIS HOLDINGS
0309966871,0309966889,0,,,,,CTCP Tầm nhìn Ma San
0309966871,0313573915,0,Hoạt động tư vấn quản lý,"Tầng 8, Tòa nhà Central Plaza, số 17 Lê Duẩn - Phường Bến Nghé - Quận 1 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Mapleleaf,CTCP Tầm nhìn Ma San
3500102710,0313491099,0,Bán buôn tổng hợp,"Tòa nhà PV Gas Tower, số 673, đường Nguyễn Hữu Thọ - Xã Phước Kiển - Huyện Nhà Bè - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Khí Nhiên Liệu Giao Thông Vận Tải Pvgazprom,Tổng Công ty Khí Việt Nam-CTCP
3500102710,3401232596,," 2.  Hoạt động kiên trúc và tư vân kỹ thuật có liên quan Chỉ tiệt: Khảo sát, nghiên cứu, chuẩn bị và phát triển đầu tư kho cảng LNG Sơn Mỹ 7110(Chính)","Sô 50 đại lộ Nguyễn Tât Thành, Phường Hưng Long, Thành phô Phan Thiết, Tỉnh Bình Thuận, Việt Nam",Tỉnh Bình Thuận,CÔNG TY TNHH KHO CẢNG LNG SƠN MỸ,Tổng Công ty Khí Việt Nam-CTCP
0303493756,0315143682,0,,,,,CÔNG TY CP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT
0303493756,1201465247,34595195455,Xây dựng công trình kỹ thuật dân dụng khác,Số 2075 ấp Hồng Rạng - Thị xã Gò Công - Tiền Giang,Tiền Giang,Công Ty Cổ Phần Đầu Tư Cầu Mỹ Lợi,CÔNG TY CP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT
0302181666,0314181702,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","60A Trường Sơn, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Trách Nhiệm Hữu Hạn Bất Động Sản C.t Gilimex,CÔNG TY CP SẢN XUẤT KINH DOANH XUẤT NHẬP KHẨU BÌNH THẠNH
0302181666,3603784529,23825241918,"Sản xuất vali, túi xách và các loại tương tự, sản xuất yên đệm","111A, ấp 2A, Xã Xuân Bắc, Huyện Xuân Lộc, Tỉnh Đồng Nai",Đồng Nai,Công Ty TNHH Mtv Gilimex Đồng Nai,CÔNG TY CP SẢN XUẤT KINH DOANH XUẤT NHẬP KHẨU BÌNH THẠNH
0306151768,0314347080,75961706442,Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu,"Lô 1, đường số 1A, Khu công nghiệp Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Khuôn Chính Xác Duy Tân,CÔNG TY CP SẢN XUẤT NHỰA DUY TÂN
0306151768,1101703917,823413841921,Sản xuất sản phẩm từ plastic,"A18 đường Tân Đô Hải Sơn, KCN Tân Đô - Xã Đức Hòa Hạ - Huyện Đức Hoà - Long An",Long An,Công Ty Cổ Phần Duy Tân Long An,CÔNG TY CP SẢN XUẤT NHỰA DUY TÂN
0306151768,1101806126,12304564913,"Sản xuất giường, tủ, bàn, ghế","45 Đường ĐT 835, ấp 2 - Xã Long Khê - Huyện Cần Đước - Long An",Long An,Công Ty TNHH Nội Thất Tân Lợi Phát,CÔNG TY CP SẢN XUẤT NHỰA DUY TÂN
0306151768,3700689158,297052316978,Sản xuất máy chuyên dụng khác,"Lô B1-B2, KCN Việt Hương 2 - Thị Xã Bến Cát - Bình Dương",Bình Dương,Công Ty TNHH SX Máy Móc& Thiết Bị CHUAN LIH FA(Việt Nam),CÔNG TY CP SẢN XUẤT NHỰA DUY TÂN
0311315789,0314574358,0,"Bán buôn vải, hàng may sẵn, giày dép","Tầng 14, Khu văn phòng Tòa nhà Vincom, 72 Lê Thánh Tôn , Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Cổ Phần Aussino International,CÔNG TY CP TẬP ĐOÀN BAMBOO CAPITAL
0311315789,4101605111,0," 9.  Vận tải hành khách đường bộ khác Chi tiết: Vận tải hành khách băng ô tô theo hợp đông 4932 10.  Dịch vụ lưu trú ngăn ngày 5510(Chính) 11.  Nhà hàng và các dịch vụ ăn uống phục vụ lưu động Chi tiết: Dịch vụ ăn uống, giải khát 5610 12.  Dịch vụ phục vụ đô uống 5630 13.  Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác không kèm người điều khiên Chi tiết: Cho thuê nhà có trang bị kỹ thuật đặc biệt (phòng hòa nhạc, nhà hát, hội trường, phòng cưới, trường quay, rạp chiêu phim) và máy móc, thiêt bị công trình 7730 14.  Đại lý du lịch Chi tiết: Dịch vụ du lịch sinh thái 7911 15. Doanh nghiệp phải thực hiện đúng các quy định của pháp luật về đât đai, xây dựng, phòng cháy chữa cháy, bảo vệ môi. trường, các quy định khác của pháp luật có liên quan đến hoạt động của doanh nghiệp và các điêu kiện kinh doanh đôi với ngành nghệ kinh doanh có điều kiện Ngành, nghệề chưa khớp| mã với Hệ thông ngành kinh tế Việt Nam","Quôc lộ 1D, Khu vực 2, Phường Ghênh Ráng, Thành phô Quy Nhơn, Tiỉnh Bình Định, Việt Nam",Tiỉnh Bình Định,CÔNG TY TNHH PHOENIX MOUNTAIN,CÔNG TY CP TẬP ĐOÀN BAMBOO CAPITAL
0303224471,0101445206,54961360337,,,,,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA
0303224471,0300694567,164837758204,"Sản xuất thùng, bể chứa và dụng cụ chứa đựng bằng kim loại","826 Đường An Dương Vương, Phường 13, Quận 6, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Bình Khí Đốt Hong Vi Na,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA
0303224471,0301898429,54783533524,,,,,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA
0303224471,1101801470,54819770426,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",ấp 3 - Xã Nhựt Chánh - Huyện Bến Lức - Long An,Long An,Công Ty TNHH Một Thành Viên Gas Tiến Phát,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA
0303224471,2900502944,90575933159,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",Xóm 2 - Xã Nghi Phú - Thành phố Vinh - Nghệ An,Nghệ An,Công Ty TNHH Đầu Tư Và Phát Triển Tân Đại Phát,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA
0303224471,3602566983,158489662484,Dịch vụ đóng gói,Xa Lộ Hà Nội - Phường Long Bình - Thành phố Biên Hoà - Đồng Nai,Đồng Nai,Công Ty TNHH Khí Dầu Mỏ Hóa Lỏng Be Ta Gas,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA
0301444753,0312101194,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",315 Nam Kỳ Khởi Nghĩa - Phường 07 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty Cổ Phần Du Lịch Và Nghỉ Dưỡng Nova Phù Sa,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0313367535,3668222315,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",36-38 Nguyễn Văn Trỗi - Phường 15 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Nova Nam á,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0313469512,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",36-38 Nguyễn Văn Trỗi - Phường 15 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Đầu Tư Bất Động Sản Vạn Phát,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0314019322,0,Dịch vụ lưu trú ngắn ngày,"315 Nam Kỳ Khởi Nghĩa, Phường 07, Quận 3, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Cổ Phần Đầu Tư Phát Triển Phước Nguyên,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0314282926,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","65 Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Bất Động Sản Đà Lạt Valley,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0315472849,0,,,,,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0316427447,0,,,,,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0316812128,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 2.01, Tầng 2, Khu Thương mại – Dịch vụ - Officetel, Dự án Khu thương mại, dịch vụ, văn phòng, officetel và căn hộ tại số 08 đường Hoàng Minh Giám, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Đầu Tư Bất Động Sản Cao Nguyên Xanh,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0301444753,0317173883,,Chi tiết: Kinh doanh bất động sản,61 Trương Định  Phường Võ Thị Sáu,Thành phố Hồ Chí Minh,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC NOVALAND ĐẤT TÂM,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA
0305410561,0312946995,49740482362,Sản xuất bê tông và các sản phẩm từ xi măng và thạch cao,110 - 112 Trần Quốc Toản - Phường 07 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Hưng Thịnh Cam Ranh,CÔNG TY CP TẬP ĐOÀN HƯNG THỊNH
0305410561,0313516508,0,Bán buôn đồ uống,497 Điện Biên Phủ - Phường 03 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Đồng Xuân Thủ Đức,CÔNG TY CP TẬP ĐOÀN HƯNG THỊNH
0302705302,0316724859,7703145746,"Sản xuất đồ uống không cồn, nước khoáng","Số 10, Đường Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Trách Nhiệm Hữu Hạn Liên Doanh Thực Phẩm Và Đồ Uống Vibev,CÔNG TY CP TẬP ĐOÀN KIDO
0301464830,0316944371,0, 1.  Sản xuât khác chưa được phân vào đâu (Không hoạt động tại trụ sở) 3290(Chính),Tầng 10  Sofic Tower  số 10 Đường Mai Chí Thọ,Thành phố Hồ Chí Minh,Công Ty TNHH Sản Xuất Thương Mại Nam Thiên Long,CÔNG TY CP TẬP ĐOÀN THIÊN LONG
0302158498,0301453003,174308149496,,,,,CÔNG TY CP TẬP ĐOÀN XÂY DỰNG HÒA BÌNH
0302158498,0303159335,42649436757,,,,,CÔNG TY CP TẬP ĐOÀN XÂY DỰNG HÒA BÌNH
0302158498,0316891472,, 7.  Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ 7212(Chính),235 Võ Thị Sáu,Thành phố Hồ Chí Minh,Công Ty TNHH Một Thành Viên Trung Tâm Đổi Mới Sáng Tạo Hòa Bình,CÔNG TY CP TẬP ĐOÀN XÂY DỰNG HÒA BÌNH
0301121174,0310206787,0,Bán buôn kim loại và quặng kim loại,289 Lý Thường Kiệt - Phường 15 - Quận 11 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Thương Mại Thép Pomina,Công ty TNHH TM-SX Thép Việt
0305601319,1301096113,0,,,,,CÔNG TY CP THUẬN HẢI
0305601319,3502293919,99618297323,Kho bãi và lưu giữ hàng hóa,"Lô 7, Khu công nghiệp Cái Mép - Xã Tân Phước - Huyện Tân Thành - Bà Rịa - Vũng Tàu",Vũng Tàu,Công Ty TNHH Cảng Tổng Hợp Cái Mép,CÔNG TY CP THUẬN HẢI
0305601319,3603855748,," 11.  Sản xuât, phân phôi hơi nước, nước nóng, điêu hoà không khí và sản xuât nước đá Chị tiệt: Sản xuât hơi nước nóng 3530(Chính)","Tâng 15, Tòa nhà Sonadezi, Sô 1, Đường sô 1, KCN Biên Hòa 1, Phường An Bình, Thành phô Biên Hoà, Tỉnh Đông Nai, Việt Nam",Tỉnh Đông Nai,CÔNG TY TNHH THUẬN HAI ENERGY BIÊN HÒA,CÔNG TY CP THUẬN HẢI
0313094165,3702659208,0,,,,,CÔNG TY CP THƯƠNG MẠI XUẤT NHẬP KHẨU DẦU KHÍ MINH ĐỨC
0303937088,0109360240,8128991836,,,,,Công ty TNHH Thương mại và Dịch vụ Long Hưng
0303937088,0311450763,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,12A Nguyễn Thị Huỳnh - Phường 08 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Đầu Tư Dịch Vụ Và Thương Mại Mộc Miên,Công ty TNHH Thương mại và Dịch vụ Long Hưng
0303937088,0312912139,27113475734,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,861/52/14 Trần Xuân Soạn - Phường Tân Hưng - Quận 7 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Dịch Vụ Vận Tải Long Hưng,Công ty TNHH Thương mại và Dịch vụ Long Hưng
0303937088,4500618673,0,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan","Số 16/9 Nguyễn Văn Nhu, Phường Mỹ Bình, TP. Phan Rang-Tháp Chàm, Tỉnh Ninh Thuận",Ninh Thuận,Công Ty TNHH Long Hưng Ninh Thuận,Công ty TNHH Thương mại và Dịch vụ Long Hưng
0301874259,0302065148,5742788323875,Kho bãi và lưu giữ hàng hóa,"Đường số 15, KCN Long Bình (Amata), Phường Long Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai",Đồng Nai,Chi Nhánh Công Ty Liên Doanh TNHH Nippon Express (việt Nam) - Trung Tâm Kho Vận Amata,CÔNG TY CP TRANSIMEX
0301874259,0309428263,,,,,,CÔNG TY CP TRANSIMEX
0301874259,3702120783,26928888643,Vận tải hàng hóa bằng đường bộ,"đường số 23, KCN Sóng Thần 2 - TX Dĩ An - Bình Dương",Bình Dương,Công ty TNHH MTV Trung Tâm Phân Phối TRANSIMEX,CÔNG TY CP TRANSIMEX
0300584155,0313394088,545737820,Xây dựng nhà các loại,235/95/41A Nam Kỳ Khởi Nghĩa - Phường 07 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Xây Dựng Lục Phát,CÔNG TY CP XÂY LẮP THƯƠNG MẠI 2
0300584155,0314472902,1173094455,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,"36 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Tư Vấn Xây Dựng Acsc & Fujinami,CÔNG TY CP XÂY LẮP THƯƠNG MẠI 2
0300588664,3400431711,3685968471,Dịch vụ lưu trú ngắn ngày,Thôn Kê Gà - Xã Tân Thành - Huyện Hàm Thuận Nam - Bình Thuận,Bình Thuận,Công Ty CP Đầu Tư Cbm - Tài Phú,CÔNG TY CP XÂY LẮP VÀ VẬT TƯ XÂY DỰNG
0311241512,0314518811,33409962018,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,"Tầng 2, Tòa nhà Pax Sky, số 34 Phạm Ngọc Thạch, Phường 06, Quận 3, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Trách Nhiệm Hữu Hạn Aeon Fantasy Việt Nam,CÔNG TY TNHH AEON VIỆT NAM
0302980690,0105770951,1800000003,Xây dựng nhà các loại,"Tầng 8, Tòa nhà 163 Bà Triệu - Quận Hai Bà Trưng - Hà Nội",Hà Nội,Công Ty TNHH Đầu Tư Dự án Mễ Trì,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ
0302980690,0310209996,0,,,,,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ
0302980690,0312323704,0,,,,,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ
0302980690,0312323863,0,,,,,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ
0302980690,0314081289,0,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",Số 168 Phan Văn Trị - Phường 5 - Quận Gò Vấp - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Đầu Tư Y Tế Thành Phố,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ
0302980690,0314246068,17708372299,"Khai thác, xử lý và cung cấp nước","Số 10A Đường số 61, khu phố 2, Phường Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Cổ Phần Giải Pháp Xanh Sài Gòn,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ
0301952517,2600891979,0,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",Thôn Tiền Phong - Xã Hùng Long - Huyện Đoan Hùng - Phú Thọ,Phú Thọ,Công Ty TNHH Chế Biến Gỗ Và Lâm Sản Pt,CÔNG TY TNHH HÀO HƯNG
0301952517,3200574857,99070033820,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",Thôn Thượng Xá - Xã Hải Thượng - Huyện Hải Lăng - Quảng Trị,Quảng Trị,Công Ty Trách Nhiệm Hữu Hạn Nguyên Liệu Giấy Quảng Trị,CÔNG TY TNHH HÀO HƯNG
1400528082,1402005377,0,Nuôi trồng thuỷ sản nội địa,"Lô F, cụm Công nghiệp Bình Thành - Xã Bình Thành - Huyện Thanh Bình - Đồng Tháp",Đồng Tháp,Công Ty TNHH Nuôi Trồng Hùng Cá,CÔNG TY TNHH HÙNG CÁ
1400528082,6400423586,,,,,,CÔNG TY TNHH HÙNG CÁ
0400101588,4200586780,17263341435,Dịch vụ lưu trú ngắn ngày,50 Trần Phú - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công ty TNHH Hải Yến,CÔNG TY TNHH MTV THỰC PHẨM VÀ ĐẦU TƯ FOCOCEV
0300514849,0304941312,329569672165,Xây dựng công trình kỹ thuật dân dụng,1295B Nguyễn Thị Định - Phường Cát Lái - Quận 2 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Xây Dựng Công Trình Tân Cảng,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN
0300514849,0305322467,581843228081,Vận tải hàng hóa bằng đường bộ,1295B Nguyễn Thị Định - Phường Cát Lái - Quận 2 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty Cổ Phần Vận Tải Bộ Tân Cảng,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN
0300514849,0305711368,43022285786,,,,,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN
0300514849,0306386671,429442936481,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy,Cảng Tân Cảng Cát Lái - Phường Cát Lái - Quận 2 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Hoa Tiêu Tân Cảng,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN
0300514849,0311241960,13290122580,Giáo dục nghề nghiệp,"Khu Cảng Cát Lái, Đường Nguyễn Thị Định Phường Cát Lái - Phường Cát Lái - Quận 2 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Phát Triển Nguồn Nhân Lực Tân Cảng -Stc,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN
